input,word_1,word_2,word_3,word_4,pos_1,pos_2,pos_3,pos_4,def_1,def_2,def_3,def_4,sent_1,sent_2,sent_3,sent_4,ipa,pic,speech
voyou,"VOYOU,","Voyouse, voyoute,","Voyouterie,","Voyoutisme,",subst. masc. et adj. masc.,"subst. fém. et adj. fém.,","subst. fém.,","subst. masc.,","Homme généralement jeune au comportement grossier et provocant, de mœurs douteuses et sans moralité.","Femme de mœurs douteuses; gamine délurée, dévergondée.","Acte, parole de voyou.","Manière de vivre, de se comporter des voyous et, p. anal., de ceux qui se comportent comme des voyous.","Le vin coulait en ruisseaux, mouillait les pieds, les voyous buvaient dans des culs de bouteille, et vociféraient en titubant (Flaub., Éduc. sent., t. 2, 1869, p. 114).","Après avoir eu, leur vie durant, les restants des voyous, c'était leurs femmes [des hobereaux] qui possédaient maintenant les restes des voyoutes (Huysmans, À rebours, 1884, p. 285).","Je le regardais [Coppée] dire ses voyouteries à l'oreille de Daudet (Goncourt, Journal, 1885, p. 467).","La femme qui, pour tout mérite et tout chic, a mis à la mode la Thérésa de l'Alcazar et le voyoutisme de la musique (Goncourt, Journal, 1864, p. 72).",\vwa.ju\,,//upload.wikimedia.org/wikipedia/commons/transcoded/d/d0/LL-Q150_%28fra%29-VictorDtmtc-voyou.wav/LL-Q150_%28fra%29-VictorDtmtc-voyou.wav.mp3
patelin,"PATELIN1, -INE,","Patelinement,",,,subst. masc. et adj.,adv.,,,Personne qui affecte une douceur et une amabilité trompeuses destinées à duper son entourage et à dissimuler ses véritables intentions.,D'une manière pateline.,,,"Ce sont, sous le menu vair et l'hermine ou en cotte de drap, des Patelins et des Archipatelins (A. France, Génie lat., 1909, p.9).","[Le second candidat] grassouillet et blond, l'air demi-libertin, demi-benêt, dit à voix basse et patelinement: −Sire, vous ferez construire une salle [de théâtre], vous payerez les costumes (Balzac, OEuvres div., t.2, 1833, p.592).",,,\pat.lɛ̃\,,//upload.wikimedia.org/wikipedia/commons/transcoded/f/fd/Fr-patelin.ogg/Fr-patelin.ogg.mp3
mat,"MAT1,",,,,adj. inv. et subst. masc.,,,,Qui est mis en échec et qui ne peut plus se déplacer ou se protéger sans être à nouveau mis en échec.,,,,"M. Noirtier pour qui la France n'était qu'un vaste échiquier duquel pions, tours, cavaliers et reine devaient disparaître pourvu que le roi fût mat (Dumas père, Monte-Cristo, t.1, 1846, p.714).",,,,\ma\,//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Fool_tarot_charles6.jpg/170px-Fool_tarot_charles6.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/3/35/LL-Q150_%28fra%29-DSwissK-mat.wav/LL-Q150_%28fra%29-DSwissK-mat.wav.mp3
très,"TRÈS,",,,,adv.,,,,Adv. non prédicatif marquant l'intensité forte devant un mot susceptible de recevoir une gradation.,,,,"Vinrent huit petits cochons (...) ils luttaient entre eux, arc-boutés comme des chèvres, et leurs très petits pas étaient précipités (Jammes, De l'angélus, 1898, p. 115).",,,,\tʁɛ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/1/10/Fr-tr%C3%A8s.ogg/Fr-tr%C3%A8s.ogg.mp3
selle,"SELLE,","Sellée,",,,subst. fém.,"subst. fém.,",,,"Siège de bois, sans dossier, pour une personne, et comportant trois ou quatre pieds.",Rangée de piles de carreaux disposés sur la selle (supra C 3 d). (Dict. xixeet xxes.).,,,"Gaspard s'assit sur une selle de bois, entre le lit et la fenêtre, − on n'aurait pas trouvé une seule chaise dans cette auberge (Pourrat,Gaspard,1931, p. 236).",,,,\sɛl\,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/English_saddle.jpg/220px-English_saddle.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/5/54/Fr-selle.ogg/Fr-selle.ogg.mp3
draguer,"DRAGUER,",,,,verbe trans.,,,,(Faire) racler un sol ou un fond pour un usage déterminé.,,,,"Sa coque sombre invisible dans la nuit noire, passait en pleine mer, draguant dans l'eau froide son lourd chalut où mouraient les soles des dîners de demain (Hamp, Marée,1908, p. 75).",,,,\dʁa.ɡe\,,//upload.wikimedia.org/wikipedia/commons/transcoded/d/d1/LL-Q150_%28fra%29-Lyoko%C3%AF-draguer.wav/LL-Q150_%28fra%29-Lyoko%C3%AF-draguer.wav.mp3
clocher,"CLOCHER1,",,,,subst. masc.,,,,"Construction en forme de tour qui surmonte une église ou s'élève à proximité, et qui abrite les cloches.",,,,"Devant les minarets aujourd'hui, nous rêvions aux clochers d'églises, et dans l'air matinal nous attendions les angelus (Gide, Le Voyage d'Urien,1893, p. 22):",,,,\klɔ.ʃe\,//upload.wikimedia.org/wikipedia/commons/thumb/b/be/%C3%89glise_de_la_Sainte-Famille_Mouscron_J1.JPG/220px-%C3%89glise_de_la_Sainte-Famille_Mouscron_J1.JPG,//upload.wikimedia.org/wikipedia/commons/transcoded/6/62/Fr-clocher.ogg/Fr-clocher.ogg.mp3
attiser,"ATTISER,",,,,verbe trans.,,,,"Animer un feu en rapprochant les tisons, en avivant la flamme.",,,,"1. − Il a fallu que j'attise le feu avec un soufflet pendant qu'ils jetaient leurs papiers dedans. Je recevais toute la fumée dans la gueule.
Sartre, La Mort dans l'âme,1949, p. 65.",,,,\a.ti.ze\,,//upload.wikimedia.org/wikipedia/commons/transcoded/b/b3/LL-Q150_%28fra%29-Touam-attiser.wav/LL-Q150_%28fra%29-Touam-attiser.wav.mp3
étale,"ÉTALE,",,,,adj.,,,,"Qui est immobile, a cessé de monter ou de descendre et n'a pas commencé son mouvement inverse.",,,,"Le niveau uniforme du varech sur toutes les roches marquait la ligne de flottaison de la marée pleine et de la mer étale (Hugo, Travaill. mer,1866, p. 257):",,,,\e.tal\,,//upload.wikimedia.org/wikipedia/commons/transcoded/8/80/LL-Q150_%28fra%29-LoquaxFR-%C3%A9tale.wav/LL-Q150_%28fra%29-LoquaxFR-%C3%A9tale.wav.mp3
à,"À,",,,,prép.,,,,"signifie l'obligation, la destination... :",,,,"1. L'amour était un mot trop faible pour exprimer le torrent de feu qui le brûlait, dès qu'il pensait à elle. Ce n'était pas de l'amour, et c'était mille fois plus que l'amour...
R. Rolland, Jean-Christophe,Le Buisson ardent, 1911, p. 1379.",,,,\a ak.sɑ̃ ɡʁav\,,//upload.wikimedia.org/wikipedia/commons/transcoded/1/1a/Fr-%C3%A0.ogg/Fr-%C3%A0.ogg.mp3
saillie,"SAILLIE,",,,,subst. fém.,,,,Mouvement brusque.,,,,Ce jet d'eau ne vient que par saillies (Littré). Le sang sortait de sa veine par saillies (Ac.1935).,,,,\sa.ji\,,//upload.wikimedia.org/wikipedia/commons/transcoded/6/6c/LL-Q150_%28fra%29-LoquaxFR-saillie.wav/LL-Q150_%28fra%29-LoquaxFR-saillie.wav.mp3
pers,"PERS, PERSE,",,,,adj.,,,,D'une couleur où le bleu domine.,,,,"On inventa des couleurs nationales; on prit le chaperon mi-partie de drap rouge et pers (bleu verdâtre) (Chateaubr., Ét. ou Disc. hist.,t.4, 1831, p.173).",,,,\pɛʁ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/c/c9/LL-Q150_%28fra%29-DenisdeShawi-pers.wav/LL-Q150_%28fra%29-DenisdeShawi-pers.wav.mp3
potache,"POTACHE,",,,,subst. masc.,,,,"Collégien, lycéen.",,,,"La fameuse unité de lieu du théâtre classique, cette tarte à la crème bonne à donner des indigestions à tous les potaches de France et de Navarre, admet ainsi une signification plus généreuse, non pas l'unité réaliste mais l'unité idéale d'un lieu poétique (Serrière,T.N.P., 1959, p. 74).",,,,\pɔ.taʃ\,,
furtif,"FURTIF, IVE,",,,,adj.,,,,"Qui cherche par la rapidité à échapper aux regards, à passer inaperçu.",,,,"Ta lettre (...) gisait en son enveloppe, sur la table de la salle à manger, déposé[e] par un facteur furtif (Mallarmé, Corresp.,1868, p. 292).",,,,\fyʁ.tif\,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Local_lady_on_the_alleways_of_ksar_zenaga_FIGUIG.jpg/220px-Local_lady_on_the_alleways_of_ksar_zenaga_FIGUIG.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/7/76/LL-Q150_%28fra%29-0x010C-furtif.wav/LL-Q150_%28fra%29-0x010C-furtif.wav.mp3
alors,"ALORS,",,,,adv.,,,,À ce moment-là; à cette époque-là.,,,,"1. Je fais demander par Lavoix à Perrin Fils s'il possède un buste de la Guimard. Il me fait répondre qu'il ne sait pas ce que je veux dire. Je lui demande alors directement par lettre à voir le buste que je sais qu'il possède...
E. et J. de Goncourt, Journal,juin 1889, p. 981.",,,,\a.lɔʁ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/2/28/Fr-alors.ogg/Fr-alors.ogg.mp3
lunaire,"LUNAIRE1,","Lunairement,","Lunarien, -ienne,",,adj. et subst.,adv.,"subst.,",,Relatif à la lune.,D'une manière lunaire.,"(Celui, celle) qui habite sur la Lune.",,"Un rayon lunaire, glissant sur le parquet, s'allongeait, s'étirait de minute en minute vers une rose blanche à demi défaite (Martin du G.,Thib., Belle sais., 1923, p. 945).","Dans mes grands jardins, pâles lunairement (Rostand,Princesse loint.,1895, p. 70).","La Terre (...) brille toutes les nuits dans le ciel lunaire (...). Osez donc prouver à un Lunarien que nous ne sommes pas créés et mis au monde exprès pour lui! (Flammarion,Astron. pop.,1880, p. 203).",,\ly.nɛʁ\,//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/DSC_6546-MR.jpg/220px-DSC_6546-MR.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/4/4e/LL-Q150_%28fra%29-VictorDtmtc-lunaire.wav/LL-Q150_%28fra%29-VictorDtmtc-lunaire.wav.mp3
clos,"CLORE,",,,,verbe trans.,,,,Fermer.,,,,"1. J'ai bien éprouvé cela pour ma sœur, pour cette femme charmante dont je ne parle jamais par une pudeur de cœur qui me clôt la bouche.
Flaubert, Correspondance,1852, p. 430.",,,,\klo\,,//upload.wikimedia.org/wikipedia/commons/transcoded/9/94/Fr-clos.ogg/Fr-clos.ogg.mp3
quiconque,"QUICONQUE,",,,,pron. rel. ou pron. indéf.,,,,"Celui, quel qu'il soit, qui.",,,,"Je suis celui qui parle aux rois; quiconque me résiste et me brave est impie (Hugo, Légende, t. 3, 1883, p. 359).",,,,\ki.kɔ̃k\,,//upload.wikimedia.org/wikipedia/commons/transcoded/e/e0/Fr-quiconque.ogg/Fr-quiconque.ogg.mp3
toise,"TOISE1,",,,,subst. fém.,,,,"Unité de mesure en vigueur avant l'adoption du système métrique, valant six pieds, soit un peu moins de deux mètres (1,949 m à Paris).",,,,"Ils étaient alors parvenus à la région des arbrisseaux, qui, deux cent cinquante toises plus haut, cédèrent la place aux graminées et aux cactus (Verne, Enf. cap. Grant, t. 1, 1868, p. 105).",,,,\twaz\,,
interpeller,"INTERPELLER,",,,,verbe trans.,,,,"Appeler quelqu'un; lui adresser la parole (d'une manière brusque) pour attirer son attention, lui demander quelque chose ou l'insulter.",,,,"On s'excusait près des morts de ne pouvoir les honorer comme le prescrivaient les rites (...); on les interpellait, on leur demandait ce qu'ils désiraient (Flaub., Salammbô, t. 2, 1863, p. 57).",,,,\ɛ̃.tɛʁ.pə.le\,,//upload.wikimedia.org/wikipedia/commons/transcoded/1/19/Fr-interpeller.ogg/Fr-interpeller.ogg.mp3
palais,"PALAIS1,","Palazzo,",,,subst. masc.,"subst. masc.,",,,"Vaste demeure luxueuse d'un personnage important (souverain, chef d'État, etc.) ou d'un riche particulier.",Palais.,,,"Les cours, plaids, parlements, les tribunaux de l'officialité, se tenaient dans les palais du suzerain ou de l'évêque (Viollet1875).","Cette construction massive et sans originalité n'est qu'une médiocre contrefaçon de palazzo florentin (Réau,Archives, bibl., musées,1909, p.10).",,,\pa.lɛ\,//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/06-06-06palataltori.jpg/220px-06-06-06palataltori.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/2/22/Fr-palais.ogg/Fr-palais.ogg.mp3
voûté,"VOÛTER,","Voûtement,","Voûture,",,verbe trans.,subst. masc.,"subst. fém.,",,Couvrir d'une voûte; terminer une construction en forme de voûte.,",,Ensemble, système des voûtes d'un édifice ou d'une partie d'édifice`` (GDEL).",Voûte que forme la végétation.,,"Après avoir voûté trois mille mètres d'égouts sur tous les points de la ville, de la rue Traversière-Saint-Antoine à la rue de Lourcine, (...) l'ingénieur Duleau est mort (Hugo, Misér., t. 2, 1862, p. 525).","Le front agrandi et comme allégé, penchait en avant; sur la nuque, un foulard, plié en long, soulignait le voûtement des épaules (Martin du G., In memor., 1921, p. 574).","− De quoi te plains-tu? me disait cependant Huriel (...). Est-ce qu'on ne respire pas autrement sous ces grandes voûtures de branches? (Sand, Maîtres sonneurs, Paris, Garnier, 1980 [1853], p. 158).",,\vu.te\,//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Blason_%C3%A9trabonne.svg/120px-Blason_%C3%A9trabonne.svg.png,//upload.wikimedia.org/wikipedia/commons/transcoded/c/c9/LL-Q150_%28fra%29-VictorDtmtc-vo%C3%BBt%C3%A9.wav/LL-Q150_%28fra%29-VictorDtmtc-vo%C3%BBt%C3%A9.wav.mp3
ragot,"RAGOT1, -OTE,","Ragotin,",,,adj. et subst.,"adj. masc. et subst. masc.,",,,Sanglier mâle ayant entre deux et trois ans et ne vivant plus en compagnie.,"(Homme) petit, contrefait et ridicule.",,,"J'ai vu dans le chemin passer un sanglier. (...) Un ragot; il avait des défenses À découdre dix chiens (Dumas père, Charles VII, 1831, IV, 1, p. 284).","M. de Funchal (...) est ragotin, agité, grimacier, vert comme un singe du Brésil (Chateaubr., Mém., t. 3, 1848, p. 417).",,,\ʁago\,//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Potins_-_Comm%C3%A9rages.jpg/220px-Potins_-_Comm%C3%A9rages.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/8/80/LL-Q150_%28fra%29-VictorDtmtc-ragot.wav/LL-Q150_%28fra%29-VictorDtmtc-ragot.wav.mp3
taudis,"TAUDIS,","Taudion,",,,subst. masc.,"subst. masc.,",,,"Habitation misérable, souvent exiguë, dépourvue de confort et d'hygiène.",,,,"Un siècle ou deux de misère avaient abouti à ce cloaque de logements à bon marché, d'où les expulsions étaient quand même fréquentes, si bas que fussent les loyers de certains taudis (Zola, Travail, t. 1, 1901, p. 61).","Il l'appela et la fit monter dans sa chambre, un taudion formé de lattis et de plâtre (Huysmans, Marthe, 1876, p. 94).",,,\to.di\,//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Taudis_-_Slums_in_an_Eighteenth-Century_Building.jpg/220px-Taudis_-_Slums_in_an_Eighteenth-Century_Building.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/d/d4/LL-Q150_%28fra%29-VictorDtmtc-taudis.wav/LL-Q150_%28fra%29-VictorDtmtc-taudis.wav.mp3
tant,"TANT,","Tantet (un),",,,adv. et nom.,"loc. adv.,",,,Agir de sorte que.,"Un peu, un petit peu.",,,"Je vous aime tant que je veux être oublié dans vos doux souvenirs, si en pensant à moi vous pouviez être malheureuse (Chateaubr., Mém., t. 1, 1848, p. 503).","La bouche [d'un ange] (...) fendue en coup de sabre, s'entr'ouvre en un sourire qui finit (...) par devenir un tantet gouailleur (Huysmans, Cathédr., 1898, p. 388).",,,\tɑ̃\,,//upload.wikimedia.org/wikipedia/commons/transcoded/7/7a/Fr-tant.ogg/Fr-tant.ogg.mp3
affalé,"AFFALER,",,,,verbe trans.,,,,"Pousser vers la côte, faire échouer :",,,,"1. ... les vents sautèrent alors du sud au nord avec assez de violence, sans que cette saute de vent eût été annoncée par aucun nuage; le ciel était clair et serein, mais il devint très-noir, et je fus obligé de m'éloigner de terre pour ne pas être affalé avec les vents d'est.
Voyage de La Pérouse autour du monde,t. 2, 1797, p. 389.",,,,\a.fa.le\,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Sprawling_Ponchan.JPG/220px-Sprawling_Ponchan.JPG,//upload.wikimedia.org/wikipedia/commons/transcoded/1/18/LL-Q150_%28fra%29-Kiminou1-affal%C3%A9.wav/LL-Q150_%28fra%29-Kiminou1-affal%C3%A9.wav.mp3
auprès,"AUPRÈS (DE),",,,,loc. prép.,,,,Marque la proximité spatiale.,,,,"1. Je ne m'assiérai point auprès du fracas des cataractes...
Senancour, Rêveries,1799, p. 44.",,,,\o.pʁɛ\,,//upload.wikimedia.org/wikipedia/commons/transcoded/2/26/Fr-aupr%C3%A8s.ogg/Fr-aupr%C3%A8s.ogg.mp3
fric,"FRIC,",Être friqué.,,,subst. masc.,,,,Argent.,",,Avoir de l'argent`` (Chautard, Vie étrange de l'arg., 1931, p. 285).",,,"Les joueurs changeaient de place au bref commandement. Sur le guéridon, le fric s'entassait... il s'en accumulait des piles... (Céline, Mort à crédit,1936, p. 101):",,,,\fʁik\,,//upload.wikimedia.org/wikipedia/commons/transcoded/9/9b/LL-Q150_%28fra%29-VictorDtmtc-fric.wav/LL-Q150_%28fra%29-VictorDtmtc-fric.wav.mp3
inlassablement,"INLASSABLE,","INLASSABLE,","Inlassé, -ée,","Inlassablement,",adj.,adj.,"adj.,",adv.,Qui ne se lasse pas; que rien ne lasse.,Qui ne se lasse pas; que rien ne lasse.,"D'une manière inlassable, sans se fatiguer.","D'une manière inlassable, sans se fatiguer.","Les mouches inlassables de juin qu'il ne pouvait chasser de cette face suante [de son frère] (Mauriac, Myst. Frontenac,1933, p. 11).","Les mouches inlassables de juin qu'il ne pouvait chasser de cette face suante [de son frère] (Mauriac, Myst. Frontenac,1933, p. 11).","On parlait (...) de l'existence de plaisir inlassée et inlassable de Catulle Mendès, de l'émoustillement de collégien qu'il continuait à avoir près de la femme (Goncourt, Journal,1891, p. 73).","Tout ce peuple errant, cosmopolite, qui promène inlassablement sa curiosité ou son ennui, débarque ici chaque jour plus nombreux (Tharaud, Fête arabe,1912, p. 89).",\ɛ̃.la.sa.blə.mɑ̃\,,//upload.wikimedia.org/wikipedia/commons/transcoded/9/9c/LL-Q150_%28fra%29-WikiLucas00-inlassablement.wav/LL-Q150_%28fra%29-WikiLucas00-inlassablement.wav.mp3
marqué,"MARQUER,","Marquoir,",,,verbe,"subst. masc.,",,,"Rendre reconnaissable qqc.2/qqn2(parmi un ou plusieurs autres analogues, au moyen d'un signe, d'une marque matérielle, dans le but de l'identifier, le retrouver, le classer).","Instrument, outil servant à marquer.",,,"Si j'avais à sauver une seule maison dans cette ville de réprouvés, il n'y en a qu'une que je marquerais de blanc (Fromentin,Dominique, 1863, p. 184).",,,,\maʁ.ke\,,//upload.wikimedia.org/wikipedia/commons/transcoded/b/b4/LL-Q150_%28fra%29-Pamputt-marqu%C3%A9.wav/LL-Q150_%28fra%29-Pamputt-marqu%C3%A9.wav.mp3
pastis,"PASTIS,","Pastaga,",,,subst. masc.,"subst. masc.,",,,"Boisson alcoolisée à l'anis, bue en apéritif avec de l'eau fraîche.",Pastis.,,,"−J'ai soif, dit-elle. Offre-moi l'apéritif. −Où veux-tu aller? −Je connais un bar à pastis, près de la place Maubert (Vailland, Drôle de jeu, 1945, p.29).","Dans les tapis de truands, on se farcit souvent trente pastagas par tête de pipe avant de becter (Le Breton1960).",,,\pas.tis\,//upload.wikimedia.org/wikipedia/commons/thumb/4/47/Pastis.jpg/220px-Pastis.jpg,//upload.wikimedia.org/wikipedia/commons/transcoded/4/4f/LL-Q150_%28fra%29-DSwissK-pastis.wav/LL-Q150_%28fra%29-DSwissK-pastis.wav.mp3
crasseux,"CRASSEUX, EUSE,",,,,adj. et subst.,,,,Qui est d'une saleté répugnante.,,,,"Il [l'agent] tira de sa poche un calepin crasseux (A. France, Crainquebille,1904, p. 18).",,,,\kʁa.sø\,,//upload.wikimedia.org/wikipedia/commons/transcoded/9/94/LL-Q150_%28fra%29-DSwissK-crasseux.wav/LL-Q150_%28fra%29-DSwissK-crasseux.wav.mp3
sot,"SOT, SOTTE,","Sosot, -otte,","Sotiot,",,adj. et subst.,"adj. et subst.,","subst. masc.,",,"Qui est dénué d'intelligence, de bons sens.",,,,"Sottes gens que ces auteurs de morale qui n'ont pas le souci ni le sens de ces inconséquences constantes, et qui vont droit devant eux en raisonnant sur les choses qui devraient se passer comme elles ne se passent pas en effet (Blondel,Action, 1893, p. 170):","La préfète: jeune, fraîche, boulotte, un peu sosotte (Gyp,Gde vie, 1891, p. 58).","Pourquoi donc ne voulez-vous pas que je raconte à maître Pierre ce qui s'est passé à son sujet tantôt avec ce grand sotiot de Polydore (Sand,Compagn. Tour de Fr., 1840, p. 159).",,\so\,,//upload.wikimedia.org/wikipedia/commons/transcoded/f/ff/Fr-sot.ogg/Fr-sot.ogg.mp3
chahuter,"CHAHUTER,",,,,verbe.,,,,Danser le chahut (cf. chahut A) :,,,,"1. Paris, à ce qu'il paraît, l'a considérablement corrompu; il y a, dans les derniers temps de son séjour, tellement fréquenté les lieux publics de toute espèce, si bien dansé, chahuté, cancané, mazurké et polké à la Chaumière, bu tant de petits verres, de demi-tasses, de bols de punch et de bouteilles de vin blanc, culotté tant de pipes et connu tant de femmes légères, qu'il en a rapporté dans son pays un genre tout à fait civilisé...
Flaubert, La 1reÉducation sentimentale,1845, p. 283.",,,,\ʃa.y.te\,,//upload.wikimedia.org/wikipedia/commons/transcoded/c/c8/LL-Q150_%28fra%29-DSwissK-chahuter.wav/LL-Q150_%28fra%29-DSwissK-chahuter.wav.mp3
